SK_ID_PREV,SK_ID_CURR,AMT_APPLICATION,AMT_CREDIT,NAME_CONTRACT_STATUS
400869,102969,38130,277819,Refused
400870,102195,34508,263490,Refused
400871,101442,270334,185379,Refused
400872,103355,140445,179400,Approved
400873,101309,58334,23175,Approved
400874,103554,211503,191279,Approved
400875,101409,235420,201209,Approved
400876,100416,53358,191847,Approved
400877,102749,175177,38397,Approved
400878,102023,68937,261965,Approved
400879,100663,3030,293847,Refused
400880,107401,175187,209890,Refused
400881,105058,167979,183882,Refused
400882,101655,38446,95457,Refused
400883,106478,205671,247162,Approved
400884,100342,122542,294811,Approved
400885,105490,121049,218340,Refused
400886,102823,107588,79803,Approved
400887,102094,246736,90213,Refused
400888,102002,13014,76318,Refused
400889,102852,207189,54550,Refused
400890,101303,138470,121765,Approved
400891,104307,70294,252891,Refused
400892,106147,77970,1197,Refused
400893,101097,67577,170456,Approved
400894,106105,5088,216577,Approved
400895,104834,129307,125220,Refused
400896,101544,190827,162594,Approved
400897,107441,64341,262838,Refused
400898,104056,225202,65449,Refused
400899,107754,66273,236904,Approved
400900,104346,250565,227818,Approved
400901,107822,61538,64764,Refused
400902,100739,152877,77246,Refused
400903,105102,150072,193254,Refused
400904,106552,34159,249648,Refused
400905,102934,105726,295531,Refused
400906,100768,234537,155032,Approved
400907,105992,11804,215790,Refused
400908,100851,71157,159920,Approved
400909,104749,258157,155327,Refused
400910,107037,129966,66143,Refused
400911,100248,292245,127825,Refused
400912,104672,200633,44942,Approved
400913,100219,14865,69098,Approved
400914,105488,72361,124343,Refused
400915,106971,135281,196788,Refused
400916,105633,259146,206007,Approved
400917,104415,146863,54702,Approved
400918,101460,217019,180710,Refused
400919,107244,215832,289445,Refused
400920,105031,290951,165075,Approved
400921,104128,213794,26921,Approved
400922,104832,56366,62243,Approved
400923,106532,84956,113968,Approved
400924,101371,62470,138164,Approved
400925,102900,245305,120990,Approved
400926,103509,49990,269930,Refused
400927,107198,254766,169545,Refused
400928,103547,148563,269456,Approved
400929,106721,22122,28286,Refused
400930,106053,278210,25256,Approved
400931,101295,263206,252659,Approved
400932,106709,205915,229921,Approved
400933,105051,29496,162012,Approved
400934,106189,172039,107353,Approved
400935,107578,129085,236845,Refused
400936,103491,297097,210670,Refused
400937,101163,49509,269672,Approved
400938,104101,64693,139557,Approved
400939,101629,46472,200483,Refused
400940,100770,131898,19667,Approved
400941,103950,288906,34925,Approved
400942,103946,39620,116924,Refused
400943,106837,135998,227399,Approved
400944,103514,136059,192106,Approved
400945,100619,82165,159235,Refused
400946,105169,97046,162964,Refused
400947,100693,121088,254850,Approved
400948,103438,214460,294285,Approved
400949,103079,196922,238657,Approved
400950,104405,117779,216934,Refused
400951,101859,165312,294769,Approved
400952,103383,48693,209614,Refused
400953,103920,74763,290109,Refused
400954,103061,38468,49057,Refused
400955,102356,111316,7572,Refused
400956,107063,148957,60551,Refused
400957,104724,135449,53794,Refused
400958,100192,69057,146243,Refused
400959,102800,259139,84184,Refused
400960,105077,86369,123660,Refused
400961,106821,96804,131279,Approved
400962,105150,31268,234112,Approved
400963,100480,163803,265655,Refused
400964,107205,112472,95227,Approved
400965,103471,156921,83467,Approved
400966,102601,146513,275857,Refused
400967,104804,292013,144812,Refused
400968,101241,267461,185185,Refused
400969,103927,214506,258725,Refused
400970,107474,108437,99722,Refused
400971,104513,56547,74856,Approved
400972,107540,127670,51207,Refused
400973,102800,225480,144794,Approved
400974,107315,214284,250681,Refused
400975,103701,253846,226191,Refused
400976,106836,2581,122794,Refused
400977,105409,45922,35840,Approved
400978,104399,118778,213852,Refused
400979,100870,211771,182541,Approved
400980,106163,208112,157244,Refused
400981,104723,234232,59459,Approved
400982,100226,183413,142624,Refused
400983,100905,210678,146893,Refused
400984,104167,286723,102756,Approved
400985,101273,82790,234048,Refused
400986,100504,207307,128521,Approved
400987,103482,64928,109432,Refused
400988,107324,256477,158118,Approved
400989,101933,18966,184987,Approved
400990,105929,267602,21203,Approved
400991,106300,237001,267419,Approved
400992,107114,222247,64007,Approved
400993,107152,203102,83425,Refused
400994,102391,215695,97813,Approved
400995,101142,113452,136703,Approved
400996,103059,73523,295449,Approved
400997,100814,201555,132536,Refused
400998,101428,86322,203008,Refused
400999,100868,139028,261400,Refused
401000,106979,252529,58355,Approved
401001,105189,204865,269433,Approved
401002,105322,135980,159841,Approved
401003,100072,166343,151966,Refused
401004,106550,4554,33353,Approved
401005,106039,18304,89531,Refused
401006,106186,286515,227697,Approved
401007,100691,182992,212702,Approved
401008,101640,193568,175114,Approved
401009,104602,183219,113339,Refused
401010,102986,106345,15759,Approved
401011,104787,253945,180710,Refused
401012,100714,296205,221154,Refused
401013,100314,226118,133501,Refused
401014,106378,9697,226401,Approved
401015,104001,156922,74470,Refused
401016,101294,133859,286495,Refused
401017,100883,25077,228944,Refused
401018,107012,75077,46878,Refused
401019,103530,62343,79768,Approved
401020,104593,80640,269024,Approved
401021,107299,207996,237827,Approved
401022,104171,235187,106207,Approved
401023,100820,219612,217303,Refused
401024,101203,299258,78313,Approved
401025,101236,268537,246134,Refused
401026,102045,94328,186566,Approved
401027,106997,33388,105915,Refused
401028,107098,112707,276219,Approved
401029,100870,112865,146080,Approved
401030,100925,86730,275871,Approved
401031,105012,283512,97648,Approved
401032,101265,41894,43526,Approved
401033,100787,67016,240030,Refused
401034,101373,11021,191459,Approved
401035,100208,273750,111138,Refused
401036,107744,205170,225917,Approved
401037,107049,200142,14367,Refused
401038,104053,221482,291990,Approved
401039,104982,167222,41702,Refused
401040,101819,7993,37736,Approved
401041,104388,225600,68913,Approved
401042,103619,160455,272866,Refused
401043,105114,181257,252633,Refused
401044,104184,150600,63411,Approved
401045,107177,296505,20517,Refused
401046,102767,225544,8753,Refused
401047,101777,164324,78109,Refused
401048,101643,258538,253908,Approved
401049,104702,297982,158180,Approved
401050,107505,293784,150476,Refused
401051,107184,244593,180202,Approved
401052,103674,270584,31206,Approved
401053,107229,268348,102293,Refused
401054,107194,59127,104029,Refused
401055,101018,105100,204785,Refused
401056,105823,92464,79107,Approved
401057,104557,139119,115345,Approved
401058,102323,280799,179889,Approved
401059,104099,69867,273291,Approved
401060,104995,23553,112506,Approved
401061,103554,258254,80595,Refused
401062,105274,199917,135905,Approved
401063,106251,278994,134253,Refused
401064,105916,52352,289742,Approved
401065,101890,38471,206375,Refused
401066,104007,86986,123774,Refused
401067,105097,294231,46464,Approved
401068,102964,8141,175716,Refused
401069,106941,276074,107464,Approved
401070,107762,119061,264188,Approved
401071,104647,111274,143593,Approved
401072,105648,180239,3007,Approved
401073,105185,47400,93090,Refused
401074,100928,231353,94381,Refused
401075,102895,21252,103497,Refused
401076,107434,148602,288715,Refused
401077,104359,42301,66207,Refused
401078,106379,16866,9662,Refused
401079,104239,148613,293086,Approved
401080,106775,114934,248700,Refused
401081,102024,257707,211860,Approved
401082,106587,143346,184825,Approved
401083,107025,169207,166431,Approved
401084,101637,55997,104578,Refused
401085,107094,84911,253105,Refused
401086,101401,27816,253132,Refused
401087,101635,286157,203492,Refused
401088,107636,114430,134327,Approved
401089,100399,255445,17238,Refused
401090,105438,93570,41395,Approved
401091,106630,42941,293356,Approved
401092,103756,3187,86442,Refused
401093,103387,171462,72851,Refused
401094,101725,10819,112049,Approved
401095,101518,284862,134872,Refused
401096,102392,266298,86539,Refused
401097,106685,289648,202289,Refused
401098,105775,123749,217499,Approved
401099,104029,288580,112492,Refused
401100,104046,4118,235168,Refused
401101,103212,244415,131100,Approved
401102,104964,223577,259271,Refused
401103,105599,46725,69826,Approved
401104,104507,191962,263697,Refused
401105,102459,109619,123499,Approved
401106,106915,177153,112054,Refused
401107,101783,235968,4671,Refused
401108,104859,251510,78899,Refused
401109,105600,95134,153720,Refused
401110,100969,293684,254871,Refused
401111,103941,131414,162631,Approved
401112,102493,145118,42628,Refused
401113,100512,82518,176698,Approved
401114,101004,271387,217344,Refused
401115,103439,256410,106934,Approved
401116,101329,37693,98415,Approved
401117,107504,163629,41028,Approved
401118,100494,229935,289797,Refused
401119,102058,150931,140661,Refused
401120,107615,132069,1250,Refused
401121,101730,104242,137013,Approved
401122,100021,20835,68730,Refused
401123,103343,221816,139065,Refused
401124,103055,116537,223111,Refused
401125,100371,257499,186302,Approved
401126,107453,267794,256634,Approved
401127,105923,188113,220050,Approved
401128,104435,179846,50224,Approved
401129,107160,169544,248341,Refused
401130,106510,128773,263941,Refused
401131,107748,287639,5643,Approved
401132,101245,142110,166541,Approved
401133,104174,230209,55418,Approved
401134,106720,198613,70165,Refused
401135,107259,76801,70293,Refused
401136,105317,80955,121294,Approved
401137,104921,168053,28230,Approved
401138,101388,160898,64876,Refused
401139,101650,248451,42724,Approved
401140,106571,211732,237663,Refused
401141,100083,98107,189862,Refused
401142,100282,73417,10485,Refused
401143,107721,151464,274527,Approved
401144,100153,60054,214507,Refused
401145,101516,178391,195337,Approved
401146,104396,63080,33999,Refused
401147,107293,262530,160151,Approved
401148,101986,57699,33786,Approved
401149,103998,44915,238060,Refused
401150,103832,44846,5015,Approved
401151,107264,91768,53787,Approved
401152,105604,171188,195231,Refused
401153,104950,17531,67214,Refused
401154,102213,1736,13874,Refused
401155,107716,185460,271061,Approved
401156,107777,249449,208582,Refused
401157,106808,137783,273945,Refused
401158,107165,201066,229374,Refused
401159,107247,250834,162006,Approved
401160,100289,6933,38161,Refused
401161,105147,13331,208935,Approved
401162,102492,91336,217558,Approved
401163,103812,104707,117058,Refused
401164,102755,49084,161578,Refused
401165,107798,188813,147586,Approved
401166,102750,125657,132655,Approved
401167,103487,233876,189190,Approved
401168,106504,267639,289767,Approved
401169,106821,144729,260524,Refused
401170,103037,243643,244534,Refused
401171,103945,289196,213913,Approved
401172,101859,139514,282082,Approved
401173,104396,244524,17096,Refused
401174,106493,10153,110668,Refused
401175,100625,140793,7994,Refused
401176,107561,97491,259846,Approved
401177,104104,259171,73708,Refused
401178,101449,151591,52460,Refused
401179,103253,275728,271411,Refused
401180,107835,167380,5313,Refused
401181,107308,175401,150951,Approved
401182,105084,272644,26501,Refused
401183,100847,251175,14884,Approved
401184,102099,3670,20102,Approved
401185,101363,295954,93514,Approved
401186,102187,154009,116321,Approved
401187,102822,160135,111335,Approved
401188,107381,31208,230486,Refused
401189,100446,243632,92986,Refused
401190,101443,225119,270278,Refused
401191,101999,274933,50685,Refused
401192,103359,66090,247611,Approved
401193,103677,57134,20684,Refused
401194,107183,218953,118376,Approved
401195,103689,259134,235476,Approved
401196,100428,291806,291242,Approved
401197,103129,40173,106940,Approved
401198,100176,158352,217080,Refused
401199,104401,191100,50060,Refused
401200,102213,35751,93576,Approved
401201,103716,272312,218883,Refused
401202,100261,11919,67204,Refused
401203,107099,103637,195042,Approved
401204,104548,255375,7440,Approved
401205,101334,287211,167438,Refused
401206,101199,139003,295717,Approved
401207,104751,272529,73004,Refused
401208,107193,231143,26082,Refused
401209,102645,265859,78693,Approved
401210,102918,118178,193215,Refused
401211,105156,183602,256327,Approved
401212,104375,206038,71968,Approved
401213,104959,53604,215699,Refused
401214,104183,250953,52519,Refused
401215,100600,61063,158270,Approved
401216,106061,158514,108142,Approved
401217,105565,171905,204276,Refused
401218,103474,115650,276100,Approved
401219,100383,195881,173249,Approved
401220,102501,73246,278466,Approved
401221,104952,37797,179106,Approved
401222,100720,218130,120772,Approved
401223,101677,66699,187649,Refused
401224,100144,71239,189884,Approved
401225,103577,111747,144706,Approved
401226,103759,101221,65121,Refused
401227,101589,63291,251516,Refused
401228,106637,226704,133981,Approved
401229,105135,37435,223726,Refused
401230,102465,217608,286011,Refused
401231,107767,294964,1020,Approved
401232,104608,89427,136622,Refused
401233,104996,258413,51362,Approved
401234,100585,1647,161703,Refused
401235,106777,138407,220525,Approved
401236,105895,242742,99482,Approved
401237,102685,162935,234514,Approved
401238,106689,122244,202705,Refused
401239,103639,189689,235839,Approved
401240,105405,3172,23874,Approved
401241,106140,233610,133310,Refused
401242,101004,272619,74703,Refused
401243,105386,125335,17278,Approved
401244,101925,283928,115151,Refused
401245,100193,137612,257481,Refused
401246,106176,81876,268283,Refused
401247,102193,285765,295009,Approved
401248,105140,285250,128661,Approved
401249,100866,268877,30398,Approved
401250,104015,258496,205958,Refused
401251,100114,246959,41378,Refused
401252,103422,219448,90574,Refused
401253,103501,120877,63620,Refused
401254,100743,204956,132504,Approved
401255,101847,130865,97800,Refused
401256,104673,37364,96119,Approved
